Cluster,Occupation,Task Description
Arquitectura e Ingeniería,Redactores mecánicos,"Diseñar, dibujar y reproducir ilustraciones para manuales de referencia y publicaciones técnicas para describir la operación y el mantenimiento de sistemas mecánicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Dibujar bocetos de diseños a mano alzada, trazar dibujos terminados en papel designado para la reproducción de planos y reproducir dibujos de trabajo en fotocopiadoras.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Sombree o coloree dibujos para aclarar y enfatizar detalles y dimensiones o eliminar el fondo, utilizando tinta, crayones, aerógrafo y superposiciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Montar o desmontar sistemas mecánicos complejos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Interpretar bocetos, especificaciones o dibujos de ingeniería.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Calcule las capacidades requeridas para los equipos del sistema propuesto para obtener el rendimiento especificado y envíe los datos al personal de ingeniería para su aprobación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Revise las instrucciones y planos del proyecto para determinar las especificaciones, procedimientos y objetivos de las pruebas, y pruebe la naturaleza de los problemas técnicos, como el rediseño.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Proporcionar soporte técnico a otros empleados con respecto al diseño mecánico, la fabricación, las pruebas o la documentación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Probar máquinas, componentes, materiales o productos para determinar características como el rendimiento, la resistencia o la respuesta al estrés.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Redactar un dibujo de detalle o un boceto para completar la sala de dibujo o para solicitar la fabricación de piezas en talleres mecánicos, de chapa o de madera.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Analizar los resultados de las pruebas en relación con el diseño o las especificaciones nominales y los objetivos de las pruebas, y modificar o ajustar el equipo para cumplir con las especificaciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Registre los procedimientos y resultados de las pruebas, datos numéricos y gráficos, y recomendaciones para cambios en el producto o métodos de prueba.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Elaborar especificaciones, diseños o croquis de máquinas, componentes o sistemas relacionados con la generación, transmisión o utilización de energía mecánica o de fluidos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Lea diales y medidores para determinar el amperaje, el voltaje, la salida y la entrada eléctrica a una temperatura de funcionamiento específica para analizar el rendimiento de las piezas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Diseñar moldes, herramientas, troqueles, plantillas o accesorios para su uso en procesos de fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Revisar las instrucciones y especificaciones del proyecto para identificar, modificar y planificar los requisitos de fabricación, montaje y pruebas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Diseñar equipos, máquinas o estructuras especializadas o personalizadas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Realizar análisis de fallas, documentar resultados y recomendar acciones correctivas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Configurar y realizar pruebas de unidades y componentes completos en condiciones operativas para investigar propuestas para mejorar el rendimiento del equipo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Ayudar a los ingenieros a diseñar, desarrollar, probar o fabricar maquinaria industrial, productos de consumo u otros equipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Preparar diseños de maquinaria, herramientas, plantas o equipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Prepare cronogramas de inspección de equipos, cronogramas de confiabilidad, planes de trabajo u otros registros.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Configure prototipos y aparatos de prueba y opere equipos de control de pruebas para observar y registrar los resultados de las pruebas de prototipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Evalúe los diseños de dibujos de herramientas midiendo las dimensiones del dibujo y comparándolos con las especificaciones originales de forma y función utilizando habilidades de ingeniería.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Analizar los requisitos energéticos y los sistemas de distribución para maximizar el uso de fuentes de energía renovables intermitentes o inflexibles, como la eólica o la nuclear.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Prepare bocetos de piezas y redacte órdenes de trabajo y solicitudes de compra que serán proporcionadas por contratistas externos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Calcule los factores de costo, incluida la mano de obra y el material para las piezas compradas y fabricadas, y los costos de ensamblaje, prueba o instalación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Ayudar a los ingenieros mecánicos en las pruebas de productos a través de actividades como la configuración de instrumentación para pruebas de accidentes automovilísticos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Realizar estudios estadísticos para analizar o comparar costos de producción de diseños sustentables y no sustentables.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Analice o estime los costos de producción, como la mano de obra, el equipo y el espacio de la planta.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Idear, fabricar o ensamblar componentes mecánicos nuevos o modificados para productos tales como maquinaria o equipo industrial e instrumentos de medición.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Discuta los cambios en el diseño, el método de fabricación y ensamblaje, o las técnicas y procedimientos de dibujo con el personal y coordine las correcciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Mecánica,"Monitorear, inspeccionar o probar equipos mecánicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Leer e interpretar planos, dibujos técnicos, esquemas o informes generados por computadora.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Investigar, diseñar, evaluar, instalar, operar o mantener productos, equipos, sistemas o procesos mecánicos para cumplir con los requisitos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Consulte con ingenieros u otro personal para implementar procedimientos operativos, resolver fallas de funcionamiento del sistema o proporcionar información técnica.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Desarrollar, coordinar o monitorear todos los aspectos de la producción, incluida la selección de métodos de fabricación, la fabricación u operación de diseños de productos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Investigar fallas o dificultades del equipo para diagnosticar una operación defectuosa y recomendar acciones correctivas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Desarrollar o probar modelos de diseños alternativos o métodos de procesamiento para evaluar la viabilidad, la sostenibilidad, los efectos de las condiciones operativas, las posibles nuevas aplicaciones o la necesidad de modificación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Especificar los componentes del sistema o la modificación directa de los productos para garantizar la conformidad con el diseño de ingeniería, las especificaciones de rendimiento o las regulaciones ambientales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Recomendar modificaciones de diseño para eliminar fallas en el funcionamiento de la máquina o del sistema.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Ayudar a los redactores a desarrollar el diseño estructural de productos, utilizando herramientas de dibujo o equipos o software de dibujo asistido por computadora.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Supervisar la instalación, operación, mantenimiento o reparación para garantizar que las máquinas o equipos estén instalados y funcionando de acuerdo con las especificaciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Realizar investigaciones que prueben o analicen la viabilidad, el diseño, la operación o el rendimiento de equipos, componentes o sistemas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Diseñar aparatos o equipos de control de pruebas o desarrollar procedimientos para probar productos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Proporcionar retroalimentación a los ingenieros de diseño sobre los problemas o necesidades de los clientes.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Investigar y analizar propuestas de diseño de clientes, especificaciones, manuales u otros datos para evaluar la viabilidad, el costo o los requisitos de mantenimiento de los diseños o aplicaciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Estimar costos o presentar ofertas para proyectos de ingeniería, construcción o extracción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Recomendar el uso de servicios públicos o energéticos que minimicen la huella de carbono.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Evaluar diseños mecánicos o prototipos para determinar su desempeño energético o impacto ambiental.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Dirigir la instalación, operación, mantenimiento o reparación de equipos de energía renovable, como sistemas de calefacción, ventilación y aire acondicionado (HVAC) o de agua.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros mecánicos,"Diseñar sistemas integrados mecánicos o alternativos, como sistemas de refrigeración mecánica con sistemas de ventilación natural, para mejorar la eficiencia energética.
Ocupaciones relacionadas"
